trim,voltage_mean_v
0,-0.133590522
1,0.438901525
2,0.442077763
3,0.442919016
4,0.442495812
5,0.443651293
6,0.444157468
7,0.444575617
8,0.444447754
9,0.445697294
10,0.446244142
11,0.446905707
12,0.446859223
13,0.447605005
14,0.448174378
15,0.448818138
16,0.448127445
17,0.449396525
18,0.449950543
19,0.450613817
20,0.450901017
