trim,voltage_mean_v
0,-0.14336464
1,0.43952366
2,0.44004947
3,0.44124233
4,0.44110677
5,0.442358325
6,0.4427804
7,0.44364782
8,0.442761645
9,0.44392485
10,0.44448969
11,0.445290095
12,0.44542907
13,0.446206925
14,0.44606125
15,0.44736914
16,0.446739505
17,0.44759038
18,0.448068975
19,0.448811245
20,0.449038625
