trim,voltage_mean_v
0,-0.0026350992
1,0.52622104
2,0.48854816
3,0.79326416
4,0.6946428
5,0.79350536
6,0.79347
7,0.84515648
8,0.6948771
9,0.79382212
10,0.79381526
11,0.8453205
