trim,voltage_mean_v
0,-0.134032194
1,0.440134196
2,0.440676318
3,0.441747586
4,0.442071584
5,0.443372878
6,0.443783978
7,0.444714218
8,0.443935008
9,0.445306586
10,0.445798902
11,0.44657336
12,0.446825722
13,0.44748386
14,0.44798766
15,0.448575102
16,0.447703886
