trim,voltage_mean_v
0,-2.999795e-06
1,0.149132375
2,0.4441058
3,0.445363785
4,0.44513387
5,0.446142925
6,0.446431115
7,0.447227785
8,0.446730795
9,0.44795409
10,0.44844081
