wall_time_iso,elapsed_s,checkpoint_index,target_k,actual_temp_k,temp_error_k,setpoint_readback_k,voltage_mean_v,voltage_std_v,voltage_samples,in_range,hold_elapsed_s,phase
2026-06-17T14:22:42,422.109,1,295.00000,296.29920,1.29920,295.00000,-0.03957549,0,-0.03957549,0,0.000,waiting
2026-06-17T14:22:45,424.640,1,295.00000,296.30010,1.30010,295.00000,-0.03957496,0,-0.03957496,0,0.000,waiting
2026-06-17T14:22:47,427.171,1,295.00000,296.29870,1.29870,295.00000,-0.03957548,0,-0.03957548,0,0.000,waiting
2026-06-17T14:22:50,429.687,1,295.00000,296.29830,1.29830,295.00000,-0.03957558,0,-0.03957558,0,0.000,waiting
2026-06-17T14:22:52,432.218,1,295.00000,296.29790,1.29790,295.00000,-0.03957469,0,-0.03957469,0,0.000,waiting
2026-06-17T14:22:55,434.750,1,295.00000,296.29790,1.29790,295.00000,-0.03957475,0,-0.03957475,0,0.000,waiting
2026-06-17T14:22:58,437.265,1,295.00000,296.29790,1.29790,295.00000,-0.03957507,0,-0.03957507,0,0.000,waiting
2026-06-17T14:23:00,439.796,1,295.00000,296.29740,1.29740,295.00000,-0.03957557,0,-0.03957557,0,0.000,waiting
2026-06-17T14:23:03,442.328,1,295.00000,296.29740,1.29740,295.00000,-0.03957495,0,-0.03957495,0,0.000,waiting
2026-06-17T14:23:05,444.843,1,295.00000,296.29650,1.29650,295.00000,-0.03957477,0,-0.03957477,0,0.000,waiting
2026-06-17T14:23:08,447.375,1,295.00000,296.29650,1.29650,295.00000,-0.03957525,0,-0.03957525,0,0.000,waiting
2026-06-17T14:23:10,449.906,1,295.00000,296.29610,1.29610,295.00000,-0.03957532,0,-0.03957532,0,0.000,waiting
2026-06-17T14:23:13,452.421,1,295.00000,296.29480,1.29480,295.00000,-0.03957521,0,-0.03957521,0,0.000,waiting
2026-06-17T14:23:15,454.953,1,295.00000,296.29520,1.29520,295.00000,-0.03957564,0,-0.03957564,0,0.000,waiting
2026-06-17T14:23:18,457.484,1,295.00000,296.29520,1.29520,295.00000,-0.03957504,0,-0.03957504,0,0.000,waiting
2026-06-17T14:23:20,460.000,1,295.00000,296.29520,1.29520,295.00000,-0.03957576,0,-0.03957576,0,0.000,waiting
2026-06-17T14:23:23,462.531,1,295.00000,296.29350,1.29350,295.00000,-0.03957507,0,-0.03957507,0,0.000,waiting
2026-06-17T14:23:25,465.062,1,295.00000,296.29430,1.29430,295.00000,-0.03957548,0,-0.03957548,0,0.000,waiting
2026-06-17T14:23:28,467.578,1,295.00000,296.29350,1.29350,295.00000,-0.03957568,0,-0.03957568,0,0.000,waiting
2026-06-17T14:23:30,470.109,1,295.00000,296.29210,1.29210,295.00000,-0.03957566,0,-0.03957566,0,0.000,waiting
2026-06-17T14:23:33,472.640,1,295.00000,296.29300,1.29300,295.00000,-0.03957557,0,-0.03957557,0,0.000,waiting
2026-06-17T14:23:35,475.156,1,295.00000,296.29170,1.29170,295.00000,-0.03957528,0,-0.03957528,0,0.000,waiting
2026-06-17T14:23:38,477.687,1,295.00000,296.29170,1.29170,295.00000,-0.03957601,0,-0.03957601,0,0.000,waiting
2026-06-17T14:23:40,480.218,1,295.00000,296.29170,1.29170,295.00000,-0.03957566,0,-0.03957566,0,0.000,waiting
2026-06-17T14:23:43,482.750,1,295.00000,296.29170,1.29170,295.00000,-0.03957543,0,-0.03957543,0,0.000,waiting
2026-06-17T14:23:49,485.281,1,295.00000,296.29080,1.29080,295.00000,-0.03957526,0,-0.03957526,0,0.000,waiting
2026-06-17T14:23:52,491.578,1,295.00000,296.29080,1.29080,295.00000,-0.03957566,0,-0.03957566,0,0.000,waiting
2026-06-17T14:23:54,494.171,1,295.00000,296.29170,1.29170,295.00000,-0.03957564,0,-0.03957564,0,0.000,waiting
2026-06-17T14:23:57,496.703,1,295.00000,296.29040,1.29040,295.00000,-0.03957539,0,-0.03957539,0,0.000,waiting
2026-06-17T14:24:00,499.234,1,295.00000,296.28990,1.28990,295.00000,-0.03957594,0,-0.03957594,0,0.000,waiting
2026-06-17T14:24:02,501.765,1,295.00000,296.29080,1.29080,295.00000,-0.03957542,0,-0.03957542,0,0.000,waiting
2026-06-17T14:24:05,504.296,1,295.00000,296.28990,1.28990,295.00000,-0.03957605,0,-0.03957605,0,0.000,waiting
2026-06-17T14:24:07,506.828,1,295.00000,296.28950,1.28950,295.00000,-0.03957596,0,-0.03957596,0,0.000,waiting
2026-06-17T14:24:10,509.359,1,295.00000,296.28900,1.28900,295.00000,-0.03957533,0,-0.03957533,0,0.000,waiting
2026-06-17T14:24:12,511.890,1,295.00000,296.28820,1.28820,295.00000,-0.03957588,0,-0.03957588,0,0.000,waiting
2026-06-17T14:24:15,514.406,1,295.00000,296.28640,1.28640,295.00000,-0.03957594,0,-0.03957594,0,0.000,waiting
2026-06-17T14:24:17,516.937,1,295.00000,296.28770,1.28770,295.00000,-0.0395763,0,-0.0395763,0,0.000,waiting
2026-06-17T14:24:20,519.468,1,295.00000,296.28640,1.28640,295.00000,-0.03957619,0,-0.03957619,0,0.000,waiting
2026-06-17T14:24:22,522.000,1,295.00000,296.28550,1.28550,295.00000,-0.03957591,0,-0.03957591,0,0.000,waiting
2026-06-17T14:24:25,524.531,1,295.00000,296.28460,1.28460,295.00000,-0.03957574,0,-0.03957574,0,0.000,waiting
2026-06-17T14:24:27,527.046,1,295.00000,296.28420,1.28420,295.00000,-0.03957587,0,-0.03957587,0,0.000,waiting
2026-06-17T14:24:30,529.578,1,295.00000,296.28370,1.28370,295.00000,-0.03957561,0,-0.03957561,0,0.000,waiting
2026-06-17T14:24:32,532.109,1,295.00000,296.28370,1.28370,295.00000,-0.03957594,0,-0.03957594,0,0.000,waiting
2026-06-17T14:24:35,534.640,1,295.00000,296.28330,1.28330,295.00000,-0.03957621,0,-0.03957621,0,0.000,waiting
2026-06-17T14:24:37,537.156,1,295.00000,296.28290,1.28290,295.00000,-0.03957579,0,-0.03957579,0,0.000,waiting
